student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
22788,18.1,90.3,5.8,100,A,Excellent
17662,4.7,72.3,10,50.9,D,Poor
39655,23.2,82.9,6.5,100,A,Excellent
20953,9.7,67.8,7.2,67.5,C,Average
22886,14.5,83.1,5.6,87.2,A,Good
32647,14.7,74.8,5,85.3,A,Good
1202,12,88.3,6.3,69.1,C,Average
38652,17.2,64.4,8.4,80,B,Good
11903,0,68.4,10,50.8,D,Poor
31297,25,74.7,3,100,A,Excellent
4962,7.8,82,8.9,81.5,B,Good
32598,8.8,97.8,4.8,82.3,B,Good
9611,15.9,89.4,9.1,85.5,A,Good
891,20.7,92.7,6,100,A,Excellent
29395,22.7,89.6,5.3,100,A,Excellent
34156,12.9,72,0,78.7,B,Good
27383,12.5,100,4.6,85.4,A,Good
37089,24.9,75.6,4.7,98.1,A,Excellent
5550,24.3,87.2,6.5,100,A,Excellent
29011,8.8,77.6,2.8,77.6,B,Good
30327,20.1,80.6,6.9,89.3,A,Good
34556,14.1,92.8,5.5,66.4,C,Average
16480,21.7,76.8,6.4,100,A,Excellent
39146,24.2,86.4,10,100,A,Excellent
999,11,76,4.4,80.7,B,Good
16015,23.8,77,8.8,100,A,Excellent
1578,23.2,80.2,6.2,90.8,A,Excellent
37315,14.4,90,3.6,89.3,A,Good
1370,8.8,94.5,7.3,64.2,C,Average
34281,9.1,78.8,4.8,75.9,B,Good
7937,0,100,8,52.7,D,Poor
15321,19.5,79.3,5.5,100,A,Excellent
37113,17,80.4,5.2,96.3,A,Excellent
16026,8.2,82.1,5.1,71.6,B,Average
37786,1,67.5,9.6,59,C,Poor
39470,13.8,100,3,80,B,Good
39384,15.6,68.4,7.3,88.5,A,Good
23389,19.7,89.7,8.1,98.9,A,Excellent
37334,10.6,80.1,9.7,78.2,B,Good
1182,24.7,72.3,6.3,100,A,Excellent
26801,5.4,89.5,4.6,63.5,C,Average
15482,13.1,86.1,7.3,60.7,C,Average
23833,14,75.3,6,87,A,Good
8862,15.9,86.9,6.6,95.5,A,Excellent
31971,0,100,6.8,54.1,D,Poor
20014,7.7,86.9,5.3,65.7,C,Average
39453,14.5,85.3,5.1,83.4,B,Good
17552,7.6,100,7.3,86,A,Good
39781,10,95.5,6.6,71.2,B,Average
797,14.7,82.6,4.4,97.2,A,Excellent
32145,15.3,71.9,3.9,81.3,B,Good
22205,9.1,76.2,9.2,75.6,B,Good
207,18.6,98.2,1,90.5,A,Excellent
11289,9.5,87.2,6.9,91.9,A,Excellent
1134,18.2,63.2,5.5,62.8,C,Average
35857,15.2,88.8,7.9,100,A,Excellent
26970,17.4,91.9,6.5,92.2,A,Excellent
24534,7.3,80.8,6.7,66.2,C,Average
23767,11.9,100,5.9,78.4,B,Good
15504,24.1,84.5,7.7,100,A,Excellent
5012,20.1,80.2,8,89.1,A,Good
13012,8,60.3,7.4,86.9,A,Good
19249,8.2,75.7,6.6,46.8,D,Poor
18107,9.9,81.8,6.3,65.6,C,Average
26692,6.4,89.8,7,59.3,C,Poor
33128,17,93.3,2.4,88.2,A,Good
15042,5.8,89.8,5,52.3,D,Poor
25290,6.2,99.9,4.7,75,B,Good
18206,5.4,64.4,3,62.5,C,Average
28080,18.5,100,5.2,100,A,Excellent
19440,3.4,88.4,8.8,76.6,B,Good
16910,35.9,84,7.7,100,A,Excellent
38552,8.2,75.1,1.6,54.3,D,Poor
6866,22.2,88.4,5.7,97.6,A,Excellent
6814,0.3,81.3,4,51.7,D,Poor
13802,2.8,80.9,7.4,55.2,C,Poor
36152,11.8,71.9,4.1,77.1,B,Good
1245,10.5,68.3,5.9,73.1,B,Average
1818,10,96,7.8,87.1,A,Good
8239,26.3,95.1,10,100,A,Excellent
33433,21.5,98.6,5.5,100,A,Excellent
18623,0,80.8,6,44.4,D,Poor
33811,25.8,85.3,5.5,100,A,Excellent
13579,2.1,91.6,4.4,52.5,D,Poor
26848,20.1,86,8.4,100,A,Excellent
29930,10.5,93,5.9,78.1,B,Good
38453,14.6,94.6,9.1,74.6,B,Average
36862,17.7,82.8,7.5,92.7,A,Excellent
3659,16.1,79.4,7.6,89.2,A,Good
20795,19.9,81.5,4.1,100,A,Excellent
12010,12.1,71.2,6.8,78,B,Good
23095,0,81.9,6.4,56.4,C,Poor
9733,23.9,95.1,3.3,100,A,Excellent
33135,21,90.5,8.8,84.5,B,Good
S135,13,93,8,96.5,A+,Excellent
2579,17,86.5,4,90.2,A,Excellent
13241,2.9,92.8,5.5,62.9,C,Average
29141,25.7,72.6,0,100,A,Excellent
30527,16.3,87.8,6.9,89.5,A,Good
28387,8.7,84.3,10,70.1,B,Average
37652,11.5,100,7.6,62,C,Average
21132,14.3,100,4.6,84.6,B,Good
608,6.3,78.5,6.8,52.3,D,Poor
7609,12.4,83.7,2.6,87.8,A,Good
3202,18,85,9.5,100,A,Excellent
24003,25,94.6,8.4,100,A,Excellent
7354,23.3,92.7,6,100,A,Excellent
12920,7.4,86.1,5.9,66.7,C,Average
16002,15.3,76.8,6.3,100,A,Excellent
12083,9.3,90.3,5.5,72.5,B,Average
27709,21.7,82.4,6.7,93.9,A,Excellent
18146,16,94,8.8,81.4,B,Good
29776,19.2,85.3,5.7,86.3,A,Good
8291,14.4,96,9.2,73.3,B,Average
28190,8.6,78.5,6.4,76.2,B,Good
23878,14.7,95,7.9,77.4,B,Good
15408,15.1,90.8,4.6,80.4,B,Good
9246,9.7,67.4,3.6,84.9,B,Good
8386,4.8,73.4,9.2,55.9,C,Poor
39745,14.8,74.5,2.6,81.6,B,Good
32211,23.4,79.5,5.2,100,A,Excellent
24383,10.3,93.1,5.7,69.1,C,Average
35677,19.3,71.7,4,84.6,B,Good
597,13.1,63.1,4,99.9,A,Excellent
19647,10,89.9,5.5,88.2,A,Good
13402,8.2,85.3,5.2,64.6,C,Average
15398,14.2,90.4,10,62.2,C,Average
18419,34.9,83.6,4.3,100,A,Excellent
12015,15.1,80.5,5.3,93.3,A,Excellent
9134,16.9,78.8,5.4,100,A,Excellent
16075,16,89.9,3.6,90.8,A,Excellent
29818,27.5,82.5,1.9,92.8,A,Excellent
20965,21.4,83.6,5.4,100,A,Excellent
9212,8.5,89,6.2,62.9,C,Average
5861,23.7,82.8,4.1,100,A,Excellent
21725,23,90.3,6,100,A,Excellent
30633,31.4,87.2,3,100,A,Excellent
7811,19,86.9,6.3,95.3,A,Excellent
21865,16.9,73.5,7.6,100,A,Excellent
9218,16.9,100,5.4,70,B,Average
12370,19.7,87.7,0,100,A,Excellent
195,16.2,81.8,4.7,80.5,B,Good
6683,20,71.8,7.8,100,A,Excellent
39117,19,79.2,5.8,100,A,Excellent
29378,12.6,89.7,3,93.8,A,Excellent
21244,12.4,88.3,5.3,86,A,Good
26017,26,87.1,3.9,100,A,Excellent
36071,22.9,79.4,4.3,100,A,Excellent
38649,10.3,91.9,3.3,72,B,Average
32553,15.2,83.1,5.6,91.3,A,Excellent
5879,9.3,68.7,8.1,68.9,C,Average
25095,11.5,84,6.8,75.9,B,Good
8460,26.1,74.6,9,100,A,Excellent
14019,12.1,99.5,6.6,68.1,C,Average
6858,13,92.1,6.3,74.3,B,Average
32388,0.3,82,4.2,40.4,D,Poor
17234,9.5,85.8,4.3,61.6,C,Average
1078,12,71.2,6.3,79.1,B,Good
6462,6.1,77.9,5.7,69,C,Average
29583,17.4,85.2,4.9,100,A,Excellent
26495,22.4,100,5.4,100,A,Excellent
39699,19.2,72.7,5,100,A,Excellent
33152,17.5,69.2,3.8,88.5,A,Good
10973,27.8,84.7,8.9,100,A,Excellent
11776,10.3,86,7,72.6,B,Average
35639,21.2,76,5.5,100,A,Excellent
14336,22.6,78.2,3.6,100,A,Excellent
8097,23.1,75.7,5.8,95.2,A,Excellent
23264,17.6,84.6,5.3,91.4,A,Excellent
3822,16.9,73.8,5,84.3,B,Good
24216,12.7,89.5,7.7,87.2,A,Good
20504,15.2,80.4,6.7,100,A,Excellent
16003,8.6,100,6.6,81.6,B,Good
2259,0,95.4,4.4,34.9,F,Poor
32168,9.2,94.9,7.6,64.2,C,Average
6247,18.8,79.7,6,85.7,A,Good
35357,19.2,76.7,3.2,84.9,B,Good
4849,11.1,98.2,6.9,62.6,C,Average
20898,16.1,90.2,8.6,91.1,A,Excellent
33368,27.7,81.4,5.6,100,A,Excellent
34627,11.1,90.1,6.4,81.1,B,Good
27225,8.1,89.5,8.6,77.3,B,Good
25917,15.1,87.3,5.5,72.4,B,Average
27397,7.4,80.5,4.4,55.1,C,Poor
5473,12.4,71.2,4.2,76.5,B,Good
26255,11,78.3,6.3,66.2,C,Average
9957,17.7,88.1,6.8,100,A,Excellent
14531,12.8,76.1,3.7,78.8,B,Good
6661,20.8,84.6,7.9,100,A,Excellent
3454,11.1,73.2,6.9,77.8,B,Good
23697,6.1,83.5,5.6,50.2,D,Poor
21602,9.2,83.4,5,67.8,C,Average
31172,14.4,74.6,6.2,90.7,A,Excellent
36983,9.6,74.5,6.2,74.2,B,Average
16804,10.3,88,8,84,B,Good
6711,22.5,74.9,6.6,97.6,A,Excellent
16889,12.8,83.7,5.3,86.8,A,Good
31393,5.9,100,1.7,60.8,C,Average
10532,11.3,81.1,6.3,83.5,B,Good
1971,19.2,82.5,7.2,100,A,Excellent
7496,11.5,83.7,4.9,89.1,A,Good
10856,9.6,92.3,4.3,79.8,B,Good
5068,26.3,100,1.8,100,A,Excellent
760,19.9,81.7,6.4,100,A,Excellent
33568,3.5,88.6,6,54.1,D,Poor
22074,7,76.6,2.4,72.2,B,Average
1351,6.8,79,3.7,62.2,C,Average
6932,21,90.3,4.9,100,A,Excellent
27604,22.4,84.1,9.6,100,A,Excellent
1801,28.3,81.9,8.6,100,A,Excellent
19288,21.2,93.4,6.4,100,A,Excellent
7795,15.5,82.1,3.1,74.4,B,Average
31757,9.1,58.8,7.5,72.9,B,Average
35982,26,74.6,2.2,97.1,A,Excellent
28280,21.8,84.7,4.8,100,A,Excellent
4409,18.8,96.7,3.9,96.1,A,Excellent
7413,13.4,94.9,6.1,94.9,A,Excellent
36835,27.8,90.8,5.9,100,A,Excellent
21165,10.9,87.1,4.6,81.6,B,Good
25382,19.6,86.2,6.3,91.3,A,Excellent
26232,22.3,65.6,6.7,100,A,Excellent
39667,13.6,71.8,9.1,88.9,A,Good
29964,14.9,77.4,8,81.1,B,Good
16862,21.3,77.7,6,100,A,Excellent
39751,19,100,4.7,93.6,A,Excellent
25621,22.8,81.8,7.5,100,A,Excellent
7770,23.2,73.9,1.7,100,A,Excellent
7860,18.8,89.8,4.5,100,A,Excellent
11856,0,75.6,7.8,45.9,D,Poor
35932,16.4,91.9,5.9,98.9,A,Excellent
949,14.7,83.8,5.3,90.8,A,Excellent
6907,6.9,86.1,2,60.7,C,Average
6506,13.2,80,6.2,73.5,B,Average
17715,12.7,70.8,7.8,93.3,A,Excellent
9747,14.2,76.2,6.4,95.6,A,Excellent
31916,19.1,96.2,7.9,91.6,A,Excellent
30832,0,84,7.7,75.5,B,Good
1205,15.3,93.1,4.4,87.3,A,Good
19460,24.4,85.5,4.9,97.2,A,Excellent
17829,21.2,85.1,5.1,81.8,B,Good
20824,13.4,86,8,70.4,B,Average
20955,13.2,90.7,2.9,79.7,B,Good
25904,0,75.4,3.5,54.3,D,Poor
27179,14.9,68.5,6.7,95,A,Excellent
3323,4.2,71.8,7.3,48,D,Poor
12283,19.6,82.4,5.4,90.7,A,Excellent
16411,24.5,92.2,9.5,100,A,Excellent
25417,20.7,64,5.4,100,A,Excellent
19534,12.9,93.7,3.4,67.4,C,Average
37688,16.9,80,8.1,100,A,Excellent
4100,15.5,93.3,5.3,72.7,B,Average
34717,11.6,91.2,4.3,76.2,B,Good
19784,9.6,68.4,3.6,55.3,C,Poor
29171,8,89.5,4.2,75.1,B,Good
467,19.3,72.7,7.2,92.8,A,Excellent
38521,0,77.6,4.5,64.6,C,Average
11999,14.3,91.1,7.9,86.1,A,Good
35731,16.2,87.8,5.7,85.7,A,Good
10984,18.8,73.8,6.2,99,A,Excellent
10709,13.7,94.7,4.9,79.6,B,Good
35065,14.1,93.2,4.7,71,B,Average
37594,16.4,79.9,4.8,86.2,A,Good
23466,8.4,88.6,3,67.7,C,Average
26294,19.3,94.7,6.7,100,A,Excellent
25398,19.4,97.4,4.4,100,A,Excellent
38974,22.1,80.6,6.1,100,A,Excellent
34241,8.6,92.6,2.7,63.2,C,Average
33650,13.1,93.3,9.9,87.2,A,Good
21989,28,79.4,3.5,100,A,Excellent
33879,9.1,89,7.5,69.4,C,Average
38895,31.2,79.3,8,100,A,Excellent
2618,15.6,94.3,4.7,73.6,B,Average
5792,0,80.6,6,40.6,D,Poor
25350,8.2,76.1,5.2,79.1,B,Good
30006,19.9,86.3,4.8,99.1,A,Excellent
33934,23.9,62.4,9.2,100,A,Excellent
32180,13.9,94,5.2,95.6,A,Excellent
38984,2.4,85.2,6.4,50.5,D,Poor
33335,6.3,86.6,4.8,59.6,C,Poor
28322,13.5,90.6,3.7,93,A,Excellent
17263,15.6,100,9.1,88.9,A,Good
30390,16.3,84.7,5.9,77.9,B,Good
15945,18.8,89.5,10,100,A,Excellent
11959,9.2,68.5,3.6,71.7,B,Average
4208,0,86.6,4,41.4,D,Poor
34789,17.4,94.5,5.6,100,A,Excellent
32250,22.3,86.8,7.7,100,A,Excellent
2208,17.5,77,7,81.8,B,Good
11802,15.2,94,6.4,95,A,Excellent
16666,19.4,100,5.2,100,A,Excellent
5307,14.1,88.8,7.8,79.6,B,Good
28990,2.3,88.7,3.3,57.3,C,Poor
14233,6.2,96.8,5.4,80.6,B,Good
12167,10.2,93.8,5.2,80.4,B,Good
31666,1.3,72.5,6.8,60,C,Average
4183,9.1,88,4.6,71.1,B,Average
28654,7.3,98.2,5.8,68,C,Average
7847,8.8,80,7.7,66.6,C,Average
5168,13.9,70.6,4.2,74.6,B,Average
25877,16.3,67.4,4.8,87.7,A,Good
21073,24.5,74.3,9.8,100,A,Excellent
13659,16.2,86.3,3.5,91,A,Excellent
1383,30.1,72.7,7,100,A,Excellent
21889,18.6,95.2,4.6,85,A,Good
16706,16.8,92,9,89.9,A,Good
35124,7.6,67.8,7.9,76.3,B,Good
9002,22.5,66.9,5.9,100,A,Excellent
16389,18.6,83.9,7.6,100,A,Excellent
7085,12.8,73.3,3.2,86.3,A,Good
16593,21.7,82.5,7.1,99.1,A,Excellent
32821,40,81.7,4.8,100,A,Excellent
24706,12.2,78.8,8.5,89.4,A,Good
4280,17.5,86.2,3.8,100,A,Excellent
14930,15.6,65.7,5.5,87.8,A,Good
39260,8.5,78.3,4.9,67.2,C,Average
25791,19.2,79.6,6.3,99,A,Excellent
22794,27.7,77.2,10,100,A,Excellent
21000,0,89.9,8.1,46.2,D,Poor
9174,6.9,78.9,5.3,73.1,B,Average
15558,23.1,84.1,4.6,96.6,A,Excellent
31170,28,63.8,8.6,100,A,Excellent
29068,10.9,58.4,6.2,64.2,C,Average
22547,16.9,94,7.4,99.8,A,Excellent
10028,13.2,50,6.3,100,A,Excellent
7688,18.8,65.1,10,100,A,Excellent
13973,16,95.1,10,100,A,Excellent
29190,15.6,88.6,7.6,86.8,A,Good
30542,15.9,97.7,4.4,88.3,A,Good
1272,19.3,62.9,6.5,91.9,A,Excellent
35450,14.6,83.7,4.2,100,A,Excellent
24032,11.3,100,7,93.4,A,Excellent
14003,30.6,83.9,7.9,100,A,Excellent
26599,22.8,94.4,6.2,100,A,Excellent
35931,31.5,81.8,5.9,100,A,Excellent
32066,16.7,92.4,5.4,100,A,Excellent
20616,11.6,83.4,8.7,79.4,B,Good
36980,23.8,85.1,5.1,100,A,Excellent
31192,8.6,100,6.6,70.5,B,Average
16230,19.3,92.6,6.9,92.4,A,Excellent
17766,9.9,97.7,7.7,69.5,C,Average
25293,8.9,83.1,5.3,62.7,C,Average
24304,17.2,89,4.6,84,B,Good
7247,14.2,68.1,6.3,86.1,A,Good
34327,8.4,87.2,3.5,76.6,B,Good
32493,25.8,79.6,5.9,100,A,Excellent
11429,14.4,79.2,9.4,92,A,Excellent
22920,13.4,82,5.2,82.1,B,Good
15927,8.3,78.5,4,66.6,C,Average
24860,21.7,90.5,7.8,100,A,Excellent
29236,21.4,68.2,5.4,100,A,Excellent
20187,20,78.6,5.1,100,A,Excellent
39008,17.7,94,7,94.8,A,Excellent
13043,27.2,85.2,5.4,100,A,Excellent
33372,24.8,88.2,5.3,100,A,Excellent
36122,21.8,74,6.8,94.7,A,Excellent
18249,5.4,74.2,4.3,100,A,Excellent
30513,9.9,80.1,6.9,70.7,B,Average
9674,3.8,82.5,5.6,72.8,B,Average
11653,16.9,83.1,8.1,87.2,A,Good
3016,22.3,74.7,5.2,100,A,Excellent
30977,18.3,83.6,9,82.5,B,Good
15686,16.7,81.8,4.3,100,A,Excellent
21823,11.7,89.8,1.8,60.8,C,Average
34053,9.4,78.9,4.9,84.7,B,Good
2153,15.1,88.5,8.2,87.5,A,Good
S112,9,81,5,73.5,B,Average
8812,17.3,78.9,6,92.7,A,Excellent
6027,22.5,77.8,7.7,100,A,Excellent
10417,23.9,81.6,9.3,100,A,Excellent
27044,26,79.7,8.2,100,A,Excellent
30076,20.6,85.1,3.2,100,A,Excellent
39185,30.7,83.8,4.9,100,A,Excellent
5959,11.9,68.5,9.3,82.3,B,Good
33416,21.4,77.4,4.8,87.5,A,Good
12626,18,92.4,9.7,95.3,A,Excellent
29874,22.7,88.4,10,100,A,Excellent
1923,7.5,81.2,5.5,88.8,A,Good
13936,12.2,86,6,100,A,Excellent
38836,7.9,72.9,5.7,66.1,C,Average
6529,15.1,89,0.8,86.5,A,Good
38735,16.5,88.5,5.4,90.4,A,Excellent
29517,15.5,73.5,4.3,81.1,B,Good
18359,15.5,87.8,6.5,80,B,Good
23436,20.7,76.8,3.5,76.8,B,Good
28069,10.2,78.5,3.3,80.1,B,Good
33519,28.2,100,6.1,100,A,Excellent
26265,11.9,75.9,6.3,93.3,A,Excellent
15653,18.5,64.2,2.4,100,A,Excellent
1684,17.3,69.7,8.2,95.4,A,Excellent
38367,14.4,90,7.1,81.7,B,Good
22731,24.8,59.7,10,100,A,Excellent
24851,11.2,85.5,7,75.2,B,Good
28290,21.8,98.2,8.3,94.3,A,Excellent
3391,4,84.1,7.5,67.5,C,Average
12901,10.4,84.3,4.4,81.1,B,Good
12788,0.8,82.3,4.3,50.5,D,Poor
31283,5.4,70.7,6.2,64.3,C,Average
6030,10.9,81.7,6.3,86.2,A,Good
33234,12.6,72.6,3.7,98.7,A,Excellent
14629,9.8,87.8,9.8,80.1,B,Good
24683,17.8,78.9,8.5,100,A,Excellent
7058,14.8,83,6.2,82.9,B,Good
18412,19.2,71.3,6.7,100,A,Excellent
3667,20.1,79.1,4.2,95.8,A,Excellent
15433,9.6,71,5.9,67.8,C,Average
27033,22.5,80.7,8,94.5,A,Excellent
2225,10.5,80.7,7,73.8,B,Average
29377,22.6,93.6,5.4,100,A,Excellent
18979,9.1,76.6,5.5,59.4,C,Poor
35394,9.9,73.6,4.8,88.7,A,Good
3993,1.2,52.6,2.6,64.1,C,Average
7869,6.9,92.2,7,69.4,C,Average
23433,18.8,89.4,5.6,93.8,A,Excellent
30827,17.6,68.7,7.8,80.9,B,Good
28785,16.6,81.6,7.4,90.1,A,Excellent
5637,29.6,84.6,4.7,100,A,Excellent
16269,12.9,97.1,5.3,82.5,B,Good
30117,16.5,97.3,4.4,94,A,Excellent
30088,6.3,97.5,3.4,62.2,C,Average
1534,14,82.8,8,91.8,A,Excellent
36056,11.7,84,3.7,66.7,C,Average
5821,15.2,73.5,5,89.3,A,Good
22042,20.7,82,3.6,100,A,Excellent
30835,11.5,76.5,5.4,67,C,Average
7780,8.4,94.8,8.6,83.8,B,Good
24321,7.5,92.7,5,67.5,C,Average
39544,13.2,85.2,7,86.6,A,Good
22322,24,81.6,8.1,100,A,Excellent
27027,21.3,87.3,8.4,100,A,Excellent
24275,21.1,77.6,3.8,100,A,Excellent
15645,18.3,96.7,8.1,63,C,Average
30547,24.7,98.3,4.7,100,A,Excellent
38862,15.4,83,3.6,87.7,A,Good
18199,10.4,100,7.6,83.3,B,Good
29510,14,76,2.9,88.2,A,Good
21477,8.3,88.6,6.1,64.5,C,Average
19671,4.6,91.5,5,66.7,C,Average
19299,19,80,4.3,88,A,Good
26241,23.8,88.2,4.2,100,A,Excellent
7673,17.3,76,7.6,92,A,Excellent
8921,26.8,69.3,6.8,100,A,Excellent
10172,21.4,64.1,4.1,100,A,Excellent
7881,5.8,87.3,4.3,68.5,C,Average
8259,12.7,97.6,5.3,86.9,A,Good
20847,23.6,91.7,8.8,100,A,Excellent
38512,16.4,82.4,2.1,96,A,Excellent
15439,15.7,94.2,9.6,81.2,B,Good
24564,19.5,100,8.2,89,A,Good
21815,18.1,76.2,5.6,100,A,Excellent
29614,7.1,86.4,5.2,53.4,D,Poor
27355,8.1,88.7,9,67.1,C,Average
13653,24.4,84.1,5.4,100,A,Excellent
17716,18,79.4,3.8,65.6,C,Average
37236,7.9,74.6,4.6,87.4,A,Good
28577,18.8,87.6,8.4,84.4,B,Good
27134,0,86.9,6.9,45.7,D,Poor
3626,8.4,75.2,8.1,69.5,C,Average
27054,6.8,95.1,7.2,73.3,B,Average
28234,7.1,72.2,0.5,63.6,C,Average
846,18.4,77.4,5.3,100,A,Excellent
9980,2.7,88.2,6.3,60.1,C,Average
25910,7.5,76.8,4.3,63.7,C,Average
2908,7.1,85.1,7.3,75.7,B,Good
92,21.8,92.7,7.9,100,A,Excellent
32567,20.1,74.9,4.4,89.6,A,Good
11223,14.5,80.8,5.1,67.4,C,Average
31193,30.9,80.3,5.3,100,A,Excellent
14934,28.6,76.9,6.9,100,A,Excellent
17680,13.7,83.7,4.2,80.1,B,Good
38206,11.7,76.7,3.7,77.6,B,Good
35695,5.6,84.8,5.9,62.4,C,Average
30361,20.6,66.9,5.3,80.1,B,Good
36483,17.7,94.1,6.2,96.5,A,Excellent
14302,9.7,73.1,9.1,77,B,Good
27079,22.1,82.1,3,93.8,A,Excellent
12074,4.5,76.4,10,61.3,C,Average
30107,22.5,97,3.9,100,A,Excellent
31317,12.5,72.6,7.5,68.8,C,Average
357,14.9,90.4,7.2,94.7,A,Excellent
8504,13.2,80,5.6,84.8,B,Good
17836,17,75.4,5.2,94.3,A,Excellent
13892,21.7,97,8.6,100,A,Excellent
17684,4.4,83.7,6.2,74.1,B,Average
26838,15.2,90.3,8.8,84.5,B,Good
20397,31.4,93.4,7.1,100,A,Excellent
31375,10.7,90.4,5.4,84.8,B,Good
3387,9.3,72.8,9.2,66.5,C,Average
39802,19.6,86.9,4.2,100,A,Excellent
37096,18.5,77.3,4.1,90.9,A,Excellent
9635,14.5,69.3,6.6,93.7,A,Excellent
39428,21.8,99.9,6.5,100,A,Excellent
29554,22.5,83.7,7.1,100,A,Excellent
1400,10.4,96.5,3.6,80.9,B,Good
8476,11,85.8,5.8,80.4,B,Good
2969,2.3,63.1,9.5,67.5,C,Average
29110,2.2,70.5,8.8,56.9,C,Poor
24916,10,82.5,6.2,79.6,B,Good
27062,12.1,83.4,4.4,74.8,B,Average
7927,8.7,86.2,5.6,72,B,Average
30687,15.2,83.7,5.9,75.4,B,Good
15967,12.3,93.3,8.6,86.3,A,Good
1941,17.2,72,10,100,A,Excellent
13079,22.1,81.9,6.2,100,A,Excellent
20775,5.1,97.4,6.8,57.2,C,Poor
18336,11.6,85.8,7.1,73.3,B,Average
23089,20,100,1.8,92,A,Excellent
19426,15.4,56.7,6.9,85,B,Good
23491,14.7,78.4,3.4,99.3,A,Excellent
5782,10.2,83.4,8.7,57.7,C,Poor
2621,19.9,81.8,4.3,76.5,B,Good
S069,6,79,6,69.5,C,Average
1636,12.2,89.5,6.2,96.2,A,Excellent
14089,10.3,84.5,6.6,75.7,B,Good
4846,18.7,78.7,5.2,85.3,A,Good
30155,16.4,95.3,5.9,90,A,Good
25792,6.4,72.1,5.4,51.4,D,Poor
5921,23.8,95.6,2.1,100,A,Excellent
10234,7.3,87.3,9.4,65,C,Average
17555,7,71.3,8.5,63.2,C,Average
29833,5.8,100,3.8,79.2,B,Good
37305,21.5,87.3,5.3,100,A,Excellent
10656,25.2,69.7,7.5,100,A,Excellent
32640,23.4,100,6.8,100,A,Excellent
35790,32.1,77.8,5.1,100,A,Excellent
15633,0,80.3,6,59.5,C,Poor
36763,5,82.1,6.2,69.1,C,Average
26287,16.5,84.3,7.6,93,A,Excellent
4423,23.8,82.2,6.6,100,A,Excellent
38636,17,100,5.6,76.9,B,Good
8579,0,77.2,4.1,42.8,D,Poor
17637,18.8,86.9,7.8,100,A,Excellent
29968,7.2,79.4,5.6,52,D,Poor
38553,28.5,86.2,8.8,100,A,Excellent
36659,11.7,84.1,5.6,70.3,B,Average
32608,19.7,86.9,5,100,A,Excellent
3512,8.9,81.9,4.1,57.4,C,Poor
20866,3.7,91,7.7,83.7,B,Good
35263,3.5,90.9,7.3,65.9,C,Average
6904,11.7,81.2,5.7,74.7,B,Average
6386,23.9,95.6,3.5,100,A,Excellent
23243,10,100,3.8,84.5,B,Good
28686,13.6,84.6,7.5,85.9,A,Good
1927,0,73.1,4.8,59.2,C,Poor
13204,15.7,99.7,7.3,70.8,B,Average
9010,23,82.4,3,100,A,Excellent
6608,16.3,86.8,9.3,99.1,A,Excellent
8156,12.3,71.8,7,73,B,Average
21038,13.9,76.3,10,87.7,A,Good
7109,0,82.4,4.3,58.8,C,Poor
5413,9.7,70.4,7.6,94.8,A,Excellent
34468,14.2,77.3,6.3,90,A,Good
25932,6.8,84.3,6.1,74,B,Average
35441,15.5,69.9,9.7,85.9,A,Good
27183,9.2,84.3,6.8,79,B,Good
29346,22.8,98.6,3.5,98.3,A,Excellent
21380,10,97.4,4.9,79.6,B,Good
16908,15.7,90.9,5.6,100,A,Excellent
30707,11.5,89.8,8.9,78.7,B,Good
31385,5.4,93.6,4.1,57.2,C,Poor
21174,18.3,85.3,7.6,100,A,Excellent
25992,10,84,7.2,75.1,B,Good
13832,16.9,73,7,81.9,B,Good
20751,22.4,77.7,6.5,100,A,Excellent
35261,9.1,80,4,66.8,C,Average
14425,12,78.8,5.9,85.8,A,Good
6266,16,67.3,8.2,74.4,B,Average
120,20.3,96.1,7.7,95.4,A,Excellent
35926,13.2,82.3,6,70.4,B,Average
7644,15.1,96,8.7,87,A,Good
7672,0.9,93,7.7,58.5,C,Poor
30536,10.7,77.6,6.9,70.3,B,Average
11801,15,69.7,5.6,88.5,A,Good
27939,23.5,77.4,4.2,100,A,Excellent
34090,19.4,86.3,4.8,100,A,Excellent
9425,21.1,86.2,4,100,A,Excellent
3819,12.2,78,7.3,94.3,A,Excellent
39206,5.4,71.5,8.7,58,C,Poor
15377,23.1,100,4.9,100,A,Excellent
16768,11,80.2,9.1,73.2,B,Average
2754,13.9,77,4.9,78.1,B,Good
5911,18.5,81.9,3.6,83.7,B,Good
21186,26.6,83.1,5.5,100,A,Excellent
36900,1.2,75.8,7.7,38.8,F,Poor
9437,15.8,85.7,5,100,A,Excellent
14416,9.1,81.7,6.8,75.6,B,Good
34766,7.2,67.7,6.7,63.2,C,Average
17467,13.1,84.2,3.1,77.2,B,Good
17075,13.3,89.4,3.9,82,B,Good
11731,7.8,92,5.9,88.2,A,Good
21085,17.4,75,3.7,100,A,Excellent
16969,10,99.1,4.6,73.9,B,Average
8860,2.3,79.1,3.4,70.9,B,Average
26377,21.1,76.4,4.6,100,A,Excellent
29859,14.8,100,7.9,80.7,B,Good
21375,14,78.3,4.8,89.2,A,Good
16257,6.9,79.3,5,70.2,B,Average
36178,16.1,86.1,8.1,86.5,A,Good
18111,15.8,71.3,3.5,80.9,B,Good
5368,12.9,79.9,6.4,80.1,B,Good
